"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126"
0.972294805673408,0.998723698731708,0.993319669097338,0.999999015494549,0.999999993506761,0.999971342209189,0.998095854205865,0.994783518175586,0.999969009957438,0.99793731130049,0.999999900284884,0.977371597201538,0.999862230120819,0.999734811958149,0.999013345640521,0.999830356113178,0.999867790289704,0.998317557351171,0.999999999956423,0.999983934863127,0.998544966912721,0.999999929520677,0.999218554259495,0.999999999992505,0.989923348807923,0.99977562834412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.97971555305216,0.998833099466049,0.994274481059938,0.999999569186457,0.999999999059859,0.9999795022724,0.998507697030346,0.995824335971106,0.999977783429998,0.998457258510892,0.999999974251607,0.980995210924773,0.999915794112707,0.999838063532472,0.999369484025493,0.999908754855985,0.999840770613451,0.998977594842197,0.999999935942038,0.999995866870469,0.999194202086852,0.999998900867566,0.999041377850912,0.999999899914215,0.993986154284558,0.999645735666017,0.998084968489144,0.999999007493358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.988606860274357,0.999299654292184,0.996627306949494,0.999999797314203,0.999999999737135,0.999988597601955,0.999145071781539,0.997592283697558,0.999987555777023,0.999126508165987,0.999999989882891,0.988884732329429,0.999955158492475,0.999913819464523,0.999659755665223,0.999953398697285,0.999897391201521,0.999457113623709,0.99999991122003,0.99999839967938,0.999584833784138,0.999998883373162,0.999378926897484,0.999999826901652,0.996826558875984,0.999755859375,0.999031746378724,0.999998725875972,0.997818048805901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.986591529001401,0.999074033715536,0.99568030600365,0.999999832978516,0.999999999951623,0.999986953323845,0.998962503871717,0.99704345116355,0.999985176900247,0.998950346705367,0.999999993343457,0.986011961079949,0.99995118596872,0.999906434429128,0.999622599168427,0.999952871697162,0.9998502615472,0.999414815816874,0.999999675257512,0.999999049068661,0.999575417243064,0.999997037494921,0.999083545051457,0.999999213448119,0.996623083955137,0.999605261838929,0.999043708701117,0.999995613852966,0.997797409659232,0.999989495192195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.987067709999061,0.999045048094346,0.995626450665885,0.999999869275687,0.99999999998908,0.999987499088792,0.998976847675014,0.99706533427797,0.999985827632296,0.998981324586107,0.999999996274386,0.985912515586522,0.999955885731588,0.999915461301441,0.999653119946064,0.999959520571805,0.999833886161645,0.999472105461106,0.999999412870725,0.999999473583057,0.99963077648147,0.99999542303031,0.998979382400745,0.999998456486724,0.996974220114215,0.999535680547478,0.999187537011551,0.999992387691807,0.998097907683451,0.999994129293314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.982309617627516,0.998668098364182,0.993936948762506,0.999999827087343,0.999999999986239,0.999982630426711,0.9985807698129,0.995924106280006,0.999981191489427,0.99861858226041,0.999999996840659,0.980339252375218,0.999942697114003,0.9998899214049,0.999542652914511,0.999948725211304,0.999755859375,0.999309534572412,0.999998909672129,0.999999491740055,0.999525998961446,0.99999214209472,0.998503801490987,0.999997074670462,0.996042688093674,0.999301598028682,0.998967006773986,0.99998637510192,0.997558332529573,0.999994157575143,0.999870241198554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.973214038707894,0.997993566000257,0.990878521291109,0.999999704755022,0.99999999991375,0.999972008288562,0.997797383222966,0.993691144401773,0.999974218528773,0.997986464349692,0.999999998626233,0.969532823813189,0.999922460102952,0.999849675280176,0.999359246887064,0.999932814585589,0.999591193502984,0.999039676888121,0.999997484352999,0.999999582891143,0.999356984230621,0.99998387571117,0.997526563589451,0.999993259815703,0.99445357789895,0.998807361476356,0.998609240464968,0.999971057288993,0.996660870964942,0.999994631478245,0.999755859375,0.999920981488478,0.999999999846951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.987329321201802,0.99882555876383,0.994942133926992,0.999999942841986,0.999999999999554,0.99998785633313,0.998910337601656,0.996806034742097,0.999986845545299,0.998988789866126,0.999999999876811,0.983888881909617,0.999966888231585,0.999936460778156,0.999720055795574,0.999975362349134,0.999736743750272,0.999603900685973,0.999996743046558,0.99999998020585,0.999761649601682,0.999982133385966,0.998368031740446,0.999989991300025,0.997784055020027,0.999121976671492,0.999524068161824,0.999961682598324,0.998803894953766,0.999999748404502,0.999755859375,0.999987286625854,0.999999672269206,0.999943857576634,0.998111325975763,0.999344014456956,0.999235914932478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.989321932957863,0.998862220266548,0.995253523765521,0.999999980424839,0.99999999983049,0.999990936180003,0.999076484639857,0.997244788116828,0.999987202170121,0.999081083392311,0.999999999783524,0.9857213353673,0.999970793465166,0.999944842622172,0.999758088387048,0.999979655378158,0.999753614994467,0.999667941514317,0.999996387331592,0.999999994012164,0.999809064079644,0.999980347743944,0.998432617033972,0.999988041054687,0.998196024679153,0.99912345829851,0.999636235039504,0.999954653897181,0.999072344935834,0.999999944693975,0.999730361442507,0.999993325440395,0.99999910623792,0.999966359337032,0.998579130600991,0.999536089912069,0.999156579769618,0.995106851080775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.989525606377592,0.998720610859745,0.994821893791663,0.999999994165644,0.999999998250035,0.999992189464491,0.999089788982948,0.997235487778623,0.999985500588211,0.999027048724105,0.999999999576157,0.985283299509006,0.999969873385922,0.999944019771733,0.999755859375,0.999980327335589,0.999732911101896,0.999674839094714,0.999995453064535,0.999999998424283,0.999821325003608,0.999975385363491,0.998257549063042,0.999983929161715,0.998286150563612,0.998990370277642,0.999675810789182,0.999939464366051,0.999161063699177,0.999999992536567,0.999660305916953,0.999996124734485,0.999997857561844,0.999977078058303,0.998755427011321,0.999619408183132,0.998937318510121,0.995591581366692,0.999979893100145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.987660528522282,0.998334531345292,0.993404235009253,0.999999997926013,0.999999993541794,0.999991652231432,0.998922627612127,0.996684065190444,0.999981100879839,0.998788995740905,0.999999999265631,0.981991826793121,0.99996335004643,0.99993268587458,0.999707286514375,0.999977247395583,0.999659862626153,0.999619062440497,0.999993517670442,0.999999999601031,0.999798120545667,0.999965125745029,0.99774178410889,0.999976085738011,0.998037291309246,0.998656796218993,0.999647639168355,0.999910473772054,0.999076678348833,0.999999999495089,0.999518011300723,0.999997155444474,0.999995460937894,0.999980311963929,0.998665084204201,0.999613713622267,0.998493087824029,0.995159110075015,0.999984420586576,0.999987116062994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.989938349879421,0.998502519291955,0.994191143973836,0.999999999707141,0.999999986980925,0.999993868294178,0.999118736221818,0.9972510495063,0.999982893639192,0.998955052550363,0.99999999907436,0.984774342115501,0.999968919777859,0.999943595450565,0.999755859375,0.999981596847337,0.999702259307664,0.999689299752892,0.999993760513166,0.999999999962735,0.999840911191194,0.999966494708437,0.997988140864694,0.99997603995078,0.998436018800627,0.998774878362023,0.999732913422684,0.99991058920357,0.999291993503767,1,0.999534796989115,0.999998587619266,0.999994001491513,0.999988315190324,0.99900262533119,0.999726862309589,0.998545058087499,0.996300325135827,0.999991786619323,0.999993507574606,0.999554738440646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
