"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131"
0.999805674723218,0.999999869448502,0.998170115119979,0.999997577077565,0.999842610707859,0.999999999999978,0.996824748085636,0.999999997068944,0.99999990632487,0.999990290513905,0.999999870363415,0.995999304938755,0.998177096735623,0.999191666827924,0.999998592502914,0.996389529955075,0.615070900862657,0.999999659505937,0.998973153728875,0.997700246974147,0.958128531007013,0.999969851488433,0.999285033764847,0.999865689211161,0.934739972433668,0.999913413963753,0.998516165914737,0.999999977163458,0.999994316669262,0.999764555405899,0.999996525264721,0.999920155882501,0.999634531556199,0.999916784746837,0.998971781698759,0.997826619415172,0.835900377893623,0.998235081211536,0.85889784909352,0.996000366861854,0.999851349622633,0.999999524540026,0.997269681458746,0.999996464777077,0.976432124381091,0.999859306719815,0.999508588996023,0.999781898696906,0.99999363252268,0.99925613661968,0.999291400178678,0.999731894535212,0.999999999910144,0.9999999990322,0.999718769180952,0.999755859375,0.999459861531437,0.999997109233709,0.999274406142959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999820003548866,0.999999870286337,0.998278841433683,0.999997663641789,0.99985117405794,0.999999999999772,0.997014295984948,0.999999997717488,0.999999918928571,0.999991140298721,0.999999887436011,0.996279618145661,0.99828322641066,0.999237408619844,0.999998625416232,0.996602378138238,0.640719823059511,0.999999701876065,0.999031043834878,0.997833182713704,0.960984700748128,0.999972440064602,0.999324337308258,0.999872353274819,0.939180743132785,0.999917512039051,0.998599428592224,0.999999975260515,0.999994478703559,0.999783156402796,0.999996892485024,0.999923780069846,0.999653309571197,0.999923791771581,0.999027483342807,0.997948061282973,0.84703265889789,0.998366301942259,0.86849779344424,0.996227342625749,0.999858213607932,0.999999591569587,0.997421533551572,0.999996518090094,0.978087443144207,0.999865605981104,0.99953316578648,0.999792030923086,0.999994323532143,0.999294092508572,0.99932732928605,0.99974439040476,0.999999999966039,0.999999998610807,0.999731775969338,0.999766937994166,0.999486183932807,0.999997464703722,0.999310380725217,0.997766680431748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999795354778149,0.9999999053484,0.998218433701228,0.999997910101908,0.999850271600694,0.999999999998865,0.996894267516647,0.999999994133695,0.999999872986314,0.999989290626222,0.999999829147632,0.995907239157106,0.998220368780461,0.999215152177344,0.99999879001973,0.996458513984407,0.611977128602816,0.999999582800673,0.998999585456351,0.997747476349646,0.957612550199742,0.999967813255541,0.99930429654677,0.999871196042658,0.934039067066387,0.99991728582407,0.998547453590362,0.999999984316638,0.999994800221867,0.999755859375,0.999996163684665,0.999923522614385,0.999644793463344,0.999913027853748,0.998993118517026,0.997862924414023,0.834624190401344,0.998198734199057,0.857793176229641,0.996053314238439,0.999856024878184,0.999999454398244,0.997307846865753,0.999996737888638,0.976185116585658,0.999863437304467,0.99951878212916,0.999787408696648,0.99999320147472,0.999269186282298,0.999303752563911,0.999737841858944,0.999999999784231,0.999999999450591,0.999724565223225,0.999760975413312,0.999468803579296,0.999996908431079,0.999284991348688,0.997664881507942,0.999998818091034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999801312703296,0.99999991376209,0.998292333573597,0.999998035692204,0.999856985021005,0.99999999999765,0.997020150477912,0.999999993800308,0.999999872425349,0.999989546869008,0.999999829294017,0.996047601257869,0.998292257631115,0.99924734159966,0.999998857946522,0.996598748168798,0.626074366664391,0.999999588837329,0.999039757147746,0.997836425367226,0.959137364848925,0.999968801078992,0.999332053097863,0.999876497887499,0.93643120637932,0.999920691284726,0.998604054267164,0.9999999853772,0.999995028175731,0.999764323634087,0.999996281713074,0.999926567983439,0.999658570180441,0.999916062091349,0.999031524601316,0.99794382870166,0.840719052187488,0.998264458978046,0.863043278681707,0.996200881633981,0.999861436014309,0.999999473973505,0.997407797247238,0.999996857925486,0.977070291894549,0.999868429435338,0.999536368960498,0.999795112980484,0.999993470059515,0.999295635225224,0.99932884698261,0.999747169143479,0.99999999980399,0.999999999443691,0.999734226247045,0.999769298932061,0.999487440218811,0.999997046983475,0.999309983240736,0.997747537080566,0.999998847784916,0.998933101598266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999792422419937,0.999999931927267,0.998310574477229,0.999998222112378,0.999860855212186,0.999999999975083,0.9970427512275,0.99999999050207,0.999999842755762,0.999988718430164,0.999999793049951,0.995950334393808,0.998307962319184,0.999257264047987,0.999998972051161,0.996618850896223,0.620841701361274,0.999999522802978,0.999050328253056,0.997851914500316,0.95843453662688,0.999967019670058,0.999340183384584,0.999879341310776,0.93540608880564,0.999922763203301,0.998615161576056,0.99999998919207,0.999995320081521,0.999755859375,0.999995965633876,0.999928394256638,0.999663296942773,0.99991249148482,0.999039491687783,0.997954301609862,0.8384670226593,0.998222493520298,0.861095189602742,0.996210629098604,0.99986384999951,0.999999410176297,0.997416471972333,0.999997035153774,0.976691250491647,0.999870582463485,0.999540668803056,0.99979781620204,0.999993055801925,0.999300484530976,0.999333472597669,0.999749974148811,0.999999999629886,0.999999999676915,0.99973691963911,0.999771740656321,0.999490929340356,0.999996844269069,0.999313630690671,0.997750751279041,0.999998916396145,0.998936605353848,0.999840607552945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999790780415049,0.999999942989204,0.998354729766241,0.999998365561976,0.999865924342852,0.999999999934021,0.997114201166905,0.999999988070656,0.999999825029072,0.999988401687265,0.99999977197522,0.995968119492647,0.998350434702352,0.999277737561216,0.999999057727087,0.996696742066349,0.624957429483365,0.999999487814077,0.999075160837493,0.99790296166532,0.958805844752304,0.999966534367357,0.999357871267533,0.999883381963922,0.936026192251098,0.999925494283576,0.998648628559421,0.999999991311424,0.99999558059409,0.999755350387116,0.999995843286901,0.999930858723156,0.999672607874247,0.99991197929098,0.999062749376091,0.99799994551917,0.84021842609895,0.998231280433936,0.862595542925155,0.996289253415344,0.999867884170803,0.999999381018695,0.997471178594123,0.999997193108649,0.976912415295432,0.99987431688374,0.999551976870283,0.999803258020613,0.999992937271136,0.999316676578566,0.999348890384207,0.999756367568268,0.999999999493397,0.999999999778654,0.999743478070689,0.999777484345581,0.999502612370657,0.999996783524571,0.999328749886944,0.997795287098681,0.999998974531737,0.998958744551384,0.999844581547937,0.999215048346997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999790672531365,0.999999952438229,0.998406443381102,0.999998503727048,0.999871487608755,0.999999999860595,0.997200077400258,0.999999985382899,0.99999980753127,0.999988158223637,0.999999751165492,0.996010014693482,0.99840164352077,0.99930200667659,0.999999143718165,0.996792982090932,0.6312239689598,0.999999452922952,0.999105263114103,0.997966147067192,0.959408251694557,0.999966193691695,0.999379436421134,0.999888148501502,0.936999071615696,0.999928713288472,0.998690609289054,0.999999993292224,0.999995874359446,0.999755859375,0.999995721204759,0.999933841884638,0.999684249982168,0.999911737426987,0.999092559299108,0.998059297293778,0.842816402565991,0.99824765465622,0.864815371824112,0.996393587144367,0.999873039151148,0.999999345784451,0.997544173494456,0.999997387525556,0.977243047385169,0.999879206042612,0.999567043603951,0.999810486832911,0.999992793146952,0.999338605525639,0.999369852433256,0.999765044043991,0.999999999252521,0.999999999876729,0.999752514937116,0.999785434188662,0.99951890564869,0.999996694871924,0.99935004115043,0.99785830679144,0.999999055733851,0.998990335147156,0.999850293176987,0.999239403871816,0.999009447046532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999967091738188,0.999997651297331,0.999999993972358,0.999999729954496,0.999999999999813,0.999999847063844,0.999997638908341,0.999999991005499,0.999999998594087,0.999999993940244,0.999999999200851,0.999997205931884,0.999979084887392,0.999982152908708,0.999997221651177,0.999922230564842,0.99970040283236,0.99999576742354,0.999912362579577,0.999844904804424,0.999998827630828,0.999988905406651,0.999813706421363,0.999852522881586,0.999999796048242,0.99979631301128,0.999523991494221,0.999840490831031,0.999744319851203,0.99992307645681,0.999808644397405,0.999432463833828,0.999164190191547,0.999767003812777,0.998670726614346,0.998231045740436,0.999999839158314,0.999774274827527,0.999998109652637,0.996866636325882,0.99802238686656,0.998799282117462,0.996148277305836,0.997921622801692,0.999779057070388,0.996683803532908,0.995784125841334,0.995800240160615,0.997571972005413,0.994187687611635,0.993715961743986,0.993892442796575,0.995699221946891,0.99514897116045,0.992160629515686,0.991633774888073,0.99022047763907,0.994115289464658,0.988304203040399,0.985443543554468,0.990598054061498,0.984870123094495,0.986444895741407,0.98325917453078,0.981628493018324,0.978623644681005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999755859375,0.999999974770672,0.9983632952335,0.999998791858648,0.999873789059633,0.99999999867778,0.997109799558384,0.999999963997139,0.99999967180994,0.999984848268369,0.999999584309918,0.995516199856166,0.998365029200576,0.999295071937375,0.999999359959598,0.996694973712277,0.596765986059979,0.999999135687864,0.999094927968386,0.997918720117537,0.955129553347749,0.99995787498433,0.999377440575537,0.999892187940068,0.93049217055194,0.999932338764959,0.998672310278987,0.999999998484261,0.999996605448233,0.999710815428101,0.99999404852541,0.999937707991532,0.999689400130642,0.999892267011118,0.999088817865584,0.998027671920537,0.827121397843629,0.99799198477366,0.851165136923005,0.996308237906515,0.999878818766424,0.999998917807079,0.997502084378868,0.999997989311209,0.974621776216825,0.999885341980274,0.99957452746975,0.999817875940887,0.999990013021941,0.999344890682224,0.999376819017425,0.999773431241906,0.999999993928676,1,0.999761475794672,0.999794199705767,0.999528711403599,0.999995098620972,0.999359456858419,0.997840163293626,0.999999376299051,0.998996874750527,0.999858760430529,0.999249661341162,0.999017628434308,0.997888903844829,0.999854256032256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.999777138959595,0.999999973451569,0.998473451106898,0.99999882880064,0.999881547135741,0.999999999046736,0.997309334180596,0.999999969866226,0.999999712699125,0.999986263283936,0.999999633562256,0.995869910821282,0.998478620042957,0.999343374617022,0.999999385774466,0.996929180733017,0.627322503634041,0.999999223451,0.999158423162474,0.998066931948911,0.958548678671598,0.999961361911085,0.999421527222106,0.999899638779086,0.935754228076057,0.99993703328654,0.998768431302784,0.999999998499553,0.999996831248018,0.999733091092614,0.999994524566385,0.99994220665484,0.999712186826462,0.99990045253428,0.999156406222754,0.998174555940856,0.84003331568853,0.99814155534065,0.862260445863545,0.996585892085387,0.999888068449337,0.999998991361548,0.997691541623402,0.999998155611037,0.976495119025672,0.999894336837763,0.999607587011317,0.999832224668125,0.999990666075282,0.99939612438044,0.999425754312304,0.999791552421316,0.999999993888938,0.99999999999999,0.999780786383187,0.999810983736107,0.999566681471599,0.999995368924952,0.999411134284035,0.998011462609215,0.999999445673503,0.999077900320693,0.999870766307994,0.999311003762928,0.999097729235521,0.998058952789296,0.999866861827827,0.998335984847595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
