"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108"
0.988651608414432,0.999998081642362,0.999999999835495,0.998056619471245,0.99869080230208,0.999851175802238,0.999859783650356,0.999835522854763,1,0.99997152791777,0.999605716489824,0.999959131715971,0,0.999105618810918,0.999539827091671,0.999687761274463,0.999993040913399,0.999616659229777,0.999755859375,0.99641985825183,0.983381079890823,0.999999992538946,0.999369844411877,0.999993210470055,0.999936532379127,0.994328878161729,0.999958425580754,0.998626738579923,0.999962856969482,0.999991046297084,0.999967922254738,0.998398635289461,0.999477048689224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.986565345381746,0.999997843653074,0.999999999681202,0.9976647173424,0.998428585872127,0.99982117960232,0.999832056917029,0.999803850572452,1,0.999965721106533,0.99952615282212,0.99995206868309,0,0.998945672112496,0.999460043791003,0.999635239125794,0.999991173634133,0.999530995831795,0.999699557916127,0.995653836646284,0.97991588726907,0.999999994973044,0.999222609491014,0.999992761199577,0.999929253864528,0.993389310244287,0.999954427715922,0.998421023932405,0.999959763925824,0.999990762402802,0.99995739899285,0.998006538783386,0.999411884820123,0.99999998128804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.983421615070584,0.999997392620709,0.999999999540582,0.997103148744304,0.998052818879614,0.999778787432706,0.999792709183321,0.999755859375,0.99999999999999,0.999956929138588,0.999407781704449,0.999941804667223,0,0.998709928109454,0.999341842041119,0.999556928181135,0.999988478166221,0.999406730959295,0.999618269453567,0.99454138713768,0.974871961992405,0.999999996329945,0.999011682431508,0.999991817649633,0.99991701401611,0.99196226728577,0.999947213075028,0.998100089189097,0.999953793847701,0.999989794323527,0.999942911227328,0.997452407909922,0.999303780379362,0.999999988139789,0.999878999787394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.982700814622636,0.999997346427928,0.999999999421689,0.996957353113375,0.997957151369445,0.99976825412599,0.999783371096877,0.999742973955857,0.999999999999909,0.99995420701287,0.999373592448876,0.999940258961493,0,0.998665153857718,0.999321812836691,0.999545163624939,0.999987240835171,0.999364182612666,0.999588956441243,0.994193427593589,0.973378761598229,0.99999999800787,0.998934916513981,0.999992246838516,0.99991804563691,0.991743263358718,0.999948602460357,0.998070524226503,0.999955448057099,0.999990583877341,0.999934953308617,0.997238616844531,0.999305627133129,0.999999994849875,0.999883241298059,0.999991139701624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.983681499206184,0.999997492850336,0.99999999947504,0.997133157291873,0.998076662506439,0.999782382435298,0.999796816594334,0.999755859375,0.999999999999622,0.999956204700054,0.999404300280935,0.999944514060961,0,0.998751371714961,0.999367147580749,0.999576446209164,0.999987544663514,0.999391836961255,0.999605850194025,0.994472836165487,0.974722198199695,0.999999998773723,0.998979200093356,0.999993088095951,0.999925166941017,0.992292991244821,0.999953406710292,0.998209743562193,0.99995980345876,0.999991704597295,0.9999359198525,0.997348489702912,0.999361496176164,0.999999997174815,0.99989445606937,0.999992317516604,0.99683165930489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.982581460626083,0.999997186057354,0.999999999652394,0.996986484254595,0.997978509627835,0.999772400875734,0.999787259612553,0.999738432191879,0.999999999998589,0.999952998168646,0.999365082674322,0.999941637939433,0,0.998678791338403,0.999329916340335,0.999551083225269,0.999986823826684,0.999356445909558,0.999583476917577,0.99415355160959,0.973253878764689,0.999999998483057,0.998924411430188,0.999992491779446,0.999919454294177,0.991786037171738,0.999949559178959,0.998084532620156,0.999956274670233,0.99999083664777,0.999933854745125,0.997220373159652,0.999311527602992,0.999999995644818,0.999884735530733,0.999991351838981,0.996688228333681,0.999989833518695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.983818833695905,0.999997281549177,0.999999999789869,0.99723484153229,0.998145671032773,0.999792175995542,0.999805634227077,0.999755859375,0.999999999996589,0.999955991651469,0.999409593076052,0.999946627755622,0,0.99878374603398,0.999383225555516,0.999586705717736,0.999987734020019,0.999403994971267,0.999614402499411,0.99459422096029,0.975280261752306,0.99999999859476,0.999006682418031,0.999993035378327,0.999925340803716,0.99240009157972,0.999953125163908,0.998225168716266,0.999959265316086,0.9999914158544,0.99993944938552,0.997441940128131,0.999359750560248,0.999999995389517,0.999892233465789,0.99999181407287,0.996957545592811,0.999990354752269,0.999566631800869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.982460905972957,0.999997009389038,0.999999999814772,0.997018753645056,0.998002429487745,0.999777035839995,0.999791667606759,0.99973320910852,0.999999999991231,0.999951548918093,0.999354924388673,0.999943308303666,0,0.998696257225556,0.999340408027753,0.999558851376056,0.999986260762204,0.999346143177798,0.999576032660033,0.994099743561835,0.973085748527882,0.999999999012862,0.998909236338674,0.999992850322328,0.999921598641421,0.991855432409513,0.999951068461177,0.998107804074308,0.999957631523373,0.999991254733789,0.999931961365644,0.997189325668709,0.999322343848543,0.999999996863278,0.999887559454732,0.999991753395098,0.996652729698243,0.9999902876911,0.999544114618501,0.999972383462689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.980508964562931,0.999996597319473,0.999999999853381,0.996714213962865,0.997800608798523,0.999755859375,0.999772103314803,0.999700496831717,0.999999999976021,0.999945114036135,0.999276423918135,0.999938622986257,0,0.998571852238372,0.999279444940398,0.999519118111088,0.999984143787405,0.999263648965444,0.999521360585247,0.993395892535087,0.969962577395829,0.999999999376776,0.998770880888295,0.999992544870409,0.999916047821259,0.991073064275267,0.999947945863331,0.997937945547662,0.999955099482061,0.999990947606243,0.999921417538753,0.996832544340306,0.999267251033786,0.999999998056001,0.999880326042469,0.999991561662431,0.996223328130541,0.999990063273428,0.999510188355491,0.99997129158008,0.999902016751702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.982432202480444,0.999996905476672,0.999999999887962,0.997049288598464,0.99802682228174,0.999781849869078,0.999796631418163,0.999727612878268,0.999999999960784,0.999949659472893,0.999341470346546,0.999945869189029,0,0.998727831535489,0.999360028907751,0.999573949833724,0.999985127163881,0.999325778823428,0.999560501181739,0.993988909690487,0.972740926826457,0.99999999972688,0.998872504612555,0.999993733931109,0.999927286986364,0.992060514138976,0.999955292581074,0.998178736497685,0.99996164273792,0.999992487648291,0.999925710245363,0.997089832429484,0.999359379274182,0.999999999242606,0.999897437358819,0.999993121138895,0.996523041637458,0.999991909472731,0.99957561701136,0.999976159650115,0.999916975470575,0.999525712378854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
