"t","Beta_0","Beta_1","Gamma_0","Phi_0","Q100","Median","Mean","Q100.SE","Q100.LL","Q100.UL","Year","Peak","n.window"
0.580152671755725,1.17167973931007,-0.0028404288885192,-0.662183060591056,0.0639072042413909,196921.773049054,68148.8385200766,75238.7480884068,43996.8890813217,110689.45501786,283154.091080248,1967,97900,114
0.587786259541985,1.16849236926767,-0.00286946918535265,-0.664482594111285,0.0596270485135291,194976.69428887,67959.7180660688,74913.7714681755,34300.4982625999,127748.953042396,262204.435535345,1968,61200,113
0.595419847328244,1.16555945921725,-0.00291799005671673,-0.665848543140392,0.0572839499891683,193850.737379071,67795.8113490737,74675.5592651084,41478.0939835642,112555.167023918,275146.307734225,1969,94200,112
0.603053435114504,1.16239742685665,-0.00295241518119125,-0.667978081625278,0.0537897306536872,192236.777147282,67611.1568419286,74380.5450392449,5240867.52784819,-10079674.8251806,10464148.3794752,1970,45200,111
0.610687022900763,1.15859036242852,-0.00296167577926175,-0.6696105584947,0.0532501852520687,191649.00876025,67404.3511713965,74148.0176290495,30657.56593497,131561.283674047,251736.733846453,1971,79100,110
0.618320610687023,1.15468116076474,-0.00297370358138541,-0.671134176144928,0.0535686603111983,191355.214827015,67195.0381628538,73937.0870327717,19714.362436101,152715.774474088,229994.655179942,1972,63900,109
0.625954198473282,1.1511018691028,-0.00300188738895124,-0.672114952542178,0.054220573385341,191260.875099496,67007.9693513169,73761.1190224736,19617.7701717304,152810.75210592,229710.998093072,1973,99800,108
0.633587786259542,1.1473030065999,-0.00302146524872191,-0.673462110827317,0.0550276292247641,191158.208114319,66806.7478877473,73572.7426759157,19252.5980076825,153423.809410433,228892.606818204,1974,51600,107
0.641221374045801,1.14357153677247,-0.00304689699278318,-0.675146470303524,0.055508181890568,190905.722736549,66605.1456218353,73372.8152901721,17224.6412680235,157146.046204601,224665.399268497,1975,122000,106
0.648854961832061,1.13979656318894,-0.00307552883610079,-0.676737294217009,0.0560957976297383,190699.211406525,66402.4642366412,73175.3446393186,16581.7700518047,158199.539305063,223198.883507987,1976,48400,105
0.656488549618321,1.13607615829554,-0.00311168141625609,-0.678608699164963,0.0566927717659345,190461.165256765,66199.9121602886,72976.346760323,16862.2868383658,157411.690356584,223510.640156946,1977,155000,104
0.66412213740458,1.13198729432151,-0.00313001100519944,-0.680687772069211,0.0576543775726582,190298.251951581,65977.6693807159,72766.1507813427,15467.9873750031,159981.553783255,220614.950119908,1978,81700,103
0.67175572519084,1.12812295163705,-0.00316181542817029,-0.682630752579365,0.0584713460353483,190116.988862138,65767.703398863,72565.2075088441,14684.6642490675,161335.575808903,218898.401915373,1979,94500,102
0.679389312977099,1.12442131120323,-0.0032079601981265,-0.68465446741056,0.0585254800170642,189679.568519929,65563.791679692,72349.0231688571,13324.1800149631,163564.655567073,215794.481472786,1980,93100,101
0.687022900763359,1.12103548935024,-0.00327055366904826,-0.686333364864246,0.0578463364454452,189061.458208649,65377.6228351161,72133.0799176577,12950.0043798809,163679.916024446,214443.000392851,1981,51300,100
0.694656488549618,1.11790217782013,-0.00335835863439531,-0.687145425230804,0.0582146374241813,188918.644225046,65214.040292885,71973.9758302348,12817.5068172518,163796.792491636,214040.495958456,1982,84200,99
0.702290076335878,1.11476205832364,-0.0034613182202967,-0.688362257880665,0.0579235521676928,188503.693195773,65045.1860646582,71789.036204806,12591.4831064385,163824.839795209,213182.546596337,1983,66000,98
0.709923664122137,1.11141028572942,-0.00357175506743329,-0.690056508018612,0.0577585210981659,188056.967243869,64861.5504937772,71589.5358118604,12668.9474308472,163226.286557377,212887.64793036,1984,70300,97
0.717557251908397,1.10816545926929,-0.00370688881633794,-0.69143607061663,0.0574234691160756,187601.90740056,64685.9090042002,71395.6053511926,12485.4484446976,163130.878118121,212072.936682999,1985,54700,96
0.725190839694656,1.1045533024274,-0.00384100225520152,-0.693156220559724,0.0577164769181381,187290.275483846,64489.8722798601,71195.9054947657,12423.7204899428,162940.230769566,211640.320198126,1986,58900,95
0.732824427480916,1.10042012354484,-0.00394603498721211,-0.695266317791888,0.0582934975780173,186994.540175478,64264.7047275748,70972.0828916443,12350.1861368412,162788.620144903,211200.460206053,1987,123000,94
0.740458015267176,1.09612167857516,-0.00405993701488854,-0.697230007123602,0.0596257699713183,186958.437451292,64033.9887719694,70763.9689063269,12298.5394279604,162853.743110043,211063.13179254,1988,24700,93
0.748091603053435,1.09175794324716,-0.00420438415709911,-0.699124482994632,0.0607072215618852,186846.32743442,63800.2340324173,70546.539535951,12266.9347329663,162803.577157103,210889.077711738,1989,48400,92
0.755725190839695,1.08715774424093,-0.00436213834248798,-0.70113311690024,0.0623218166638394,186884.26264818,63554.5681424849,70330.7905590464,13994.6890067441,159455.176220123,214313.349076237,1990,93700,91
0.763358778625954,1.08293031767436,-0.00442711496881665,-0.700566190011343,0.0634365598090078,187118.30501705,63350.3685808356,70160.5575494596,13820.184042558,160031.242033921,214205.368000179,1991,135000,90
0.770992366412214,1.07855047566063,-0.00450429910879091,-0.70053125663005,0.0639040573213195,187059.686963599,63132.5189227593,69955.6051323537,13591.6844914564,160420.474871113,213698.899056086,1992,51200,89
0.778625954198473,1.07425658278269,-0.00460574899100628,-0.700102960780611,0.0638785779478846,186893.526588578,62921.7228180257,69747.0413122194,28223.233780447,131577.004851648,242210.048325509,1993,65200,88
0.786259541984733,1.0700599756568,-0.00463655703848606,-0.698514211327343,0.063780475379388,186862.69123044,62726.3620842914,69559.8699552851,26048.7579823839,135808.063742967,237917.318717912,1994,72300,87
